#Digilent WaveForms Oscilloscope Acquisition,,
#Device Name: Discovery2,,
#Serial Number: SN:210321AA22EE,,
#Date Time: 2019-03-18 13:20:07.459,,
#Sample rate: 4000Hz,,
#Samples: 8192,,
#Trigger: Source: voltage of transistor Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,,
#voltage of LED: Range: 500 mV/div Offset: 0 V,,
#voltage of transistor: Range: 5 V/div Offset: 0 V,,
,,
Time (s),voltage of LED (V),voltage of transistor (V)
-0.30675,1.42304,10.0269
-0.3065,1.42304,10.0269
-0.30625,1.42304,10.0307
-0.306,1.42304,10.0307
-0.30575,1.42304,10.0307
-0.3055,1.42304,10.0307
-0.30525,1.42304,10.0307
-0.305,1.42304,10.0307
-0.30475,1.42304,10.0307
-0.3045,1.42304,10.0307
-0.30425,1.42304,10.0344
-0.304,1.42304,10.0344
-0.30375,1.42304,10.0344
-0.3035,1.42304,10.0344
-0.30325,1.42304,10.0344
-0.303,1.42304,10.0344
-0.30275,1.42304,10.0344
-0.3025,1.42304,10.0344
-0.30225,1.42304,10.0382
-0.302,1.42304,10.0382
-0.30175,1.42304,10.0382
-0.3015,1.42304,10.0382
-0.30125,1.42304,10.0382
-0.301,1.42304,10.0382
-0.30075,1.42304,10.0382
-0.3005,1.42304,10.0382
-0.30025,1.42304,10.0382
-0.3,1.42304,10.0382
-0.29975,1.42304,10.0382
-0.2995,1.42304,10.0382
-0.29925,1.42304,10.0419
-0.299,1.42304,10.0382
-0.29875,1.42304,10.0419
-0.2985,1.42304,10.0419
-0.29825,1.42304,10.0419
-0.298,1.42304,10.0419
-0.29775,1.42304,10.0419
-0.2975,1.42304,10.0419
-0.29725,1.42304,10.0419
-0.297,1.42304,10.0457
-0.29675,1.42304,10.0457
-0.2965,1.42304,10.0457
-0.29625,1.42304,10.0457
-0.296,1.42304,10.0457
-0.29575,1.42304,10.0457
-0.2955,1.42304,10.0457
-0.29525,1.42304,10.0457
-0.295,1.42304,10.0457
-0.29475,1.42304,10.0457
-0.2945,1.42304,10.0495
-0.29425,1.42304,10.0457
-0.294,1.42304,10.0457
-0.29375,1.42304,10.0495
-0.2935,1.42304,10.0495
-0.29325,1.42304,10.0495
-0.293,1.42304,10.0495
-0.29275,1.42304,10.0495
-0.2925,1.42304,10.0495
-0.29225,1.42304,10.0532
-0.292,1.42304,10.0532
-0.29175,1.42304,10.0495
-0.2915,1.42304,10.0532
-0.29125,1.42304,10.0532
-0.291,1.42304,10.0532
-0.29075,1.42304,10.0532
-0.2905,1.42304,10.0532
-0.29025,1.42304,10.0532
-0.29,1.42304,10.0532
-0.28975,1.42304,10.0532
-0.2895,1.42304,10.0532
-0.28925,1.42304,10.0532
-0.289,1.42304,10.0532
-0.28875,1.42304,10.0532
-0.2885,1.42304,10.057
-0.28825,1.42304,10.0532
-0.288,1.42304,10.057
-0.28775,1.42304,10.057
-0.2875,1.42304,10.057
-0.28725,1.42304,10.057
-0.287,1.42304,10.057
-0.28675,1.42304,10.057
-0.2865,1.42304,10.057
-0.28625,1.42304,10.0607
-0.286,1.42304,10.0607
-0.28575,1.42337,10.0607
-0.2855,1.42304,10.0607
-0.28525,1.42304,10.0607
-0.285,1.42304,10.0607
-0.28475,1.42304,10.0607
-0.2845,1.42304,10.0607
-0.28425,1.42304,10.0607
-0.284,1.42304,10.0645
-0.28375,1.42304,10.0607
-0.2835,1.42304,10.0645
-0.28325,1.42304,10.0645
-0.283,1.42304,10.0645
-0.28275,1.42304,10.0645
-0.2825,1.42337,10.0645
-0.28225,1.42337,10.0645
-0.282,1.42337,10.0645
-0.28175,1.42337,10.0645
-0.2815,1.42304,10.0645
-0.28125,1.42337,10.0682
-0.281,1.42304,10.0645
-0.28075,1.42304,10.0682
-0.2805,1.42304,10.0682
-0.28025,1.42304,10.0682
-0.28,1.42304,10.0682
-0.27975,1.42304,10.0682
-0.2795,1.42304,10.0682
-0.27925,1.42304,10.0682
-0.279,1.42337,10.0682
-0.27875,1.42337,10.072
-0.2785,1.42304,10.072
-0.27825,1.42337,10.072
-0.278,1.42337,10.072
-0.27775,1.42304,10.072
-0.2775,1.42304,10.072
-0.27725,1.42337,10.072
-0.277,1.42304,10.072
-0.27675,1.42337,10.072
-0.2765,1.42337,10.0758
-0.27625,1.42337,10.0758
-0.276,1.42337,10.0758
-0.27575,1.42337,10.0758
-0.2755,1.42337,10.0758
-0.27525,1.42337,10.0758
-0.275,1.42304,10.0758
-0.27475,1.42337,10.0758
-0.2745,1.42337,10.0758
-0.27425,1.42337,10.0758
-0.274,1.42304,10.0758
-0.27375,1.42304,10.0758
-0.2735,1.42337,10.0795
-0.27325,1.42337,10.0795
-0.273,1.42304,10.0795
-0.27275,1.42337,10.0795
-0.2725,1.42337,10.0795
-0.27225,1.42337,10.0795
-0.272,1.42337,10.0795
-0.27175,1.42304,10.0795
-0.2715,1.42304,10.0795
-0.27125,1.42337,10.0833
-0.271,1.42304,10.0833
-0.27075,1.42337,10.0795
-0.2705,1.42337,10.0833
-0.27025,1.42304,10.0833
-0.27,1.42304,10.0833
-0.26975,1.42304,10.0833
-0.2695,1.42337,10.0833
-0.26925,1.42337,10.0833
-0.269,1.42337,10.0833
-0.26875,1.42337,10.087
-0.2685,1.42337,10.087
-0.26825,1.42337,10.087
-0.268,1.42304,10.087
-0.26775,1.42337,10.087
-0.2675,1.42337,10.087
-0.26725,1.42337,10.087
-0.267,1.42337,10.087
-0.26675,1.42337,10.087
-0.2665,1.42337,10.0908
-0.26625,1.42337,10.0908
-0.266,1.42337,10.0908
-0.26575,1.42337,10.0908
-0.2655,1.42337,10.0908
-0.26525,1.42337,10.0908
-0.265,1.42337,10.0908
-0.26475,1.42337,10.0908
-0.2645,1.42337,10.0908
-0.26425,1.42337,10.0945
-0.264,1.42337,10.0908
-0.26375,1.42337,10.0945
-0.2635,1.42337,10.0945
-0.26325,1.42337,10.0945
-0.263,1.42337,10.0945
-0.26275,1.42337,10.0945
-0.2625,1.42337,10.0945
-0.26225,1.42337,10.0945
-0.262,1.42337,10.0945
-0.26175,1.42337,10.0945
-0.2615,1.42337,10.0945
-0.26125,1.42337,10.0983
-0.261,1.42337,10.0983
-0.26075,1.42337,10.0983
-0.2605,1.42337,10.0983
-0.26025,1.42337,10.0983
-0.26,1.42337,10.0983
-0.25975,1.42337,10.1021
-0.2595,1.42337,10.0983
-0.25925,1.42337,10.0983
-0.259,1.42337,10.1021
-0.25875,1.42337,10.1021
-0.2585,1.42337,10.1021
-0.25825,1.42337,10.1021
-0.258,1.42337,10.1021
-0.25775,1.42337,10.1021
-0.2575,1.42337,10.1021
-0.25725,1.42337,10.1021
-0.257,1.42337,10.1021
-0.25675,1.42337,10.1021
-0.2565,1.42337,10.1058
-0.25625,1.42337,10.1058
-0.256,1.42337,10.1058
-0.25575,1.42337,10.1058
-0.2555,1.42337,10.1058
-0.25525,1.42337,10.1058
-0.255,1.42337,10.1058
-0.25475,1.42337,10.1058
-0.2545,1.42337,10.1058
-0.25425,1.42337,10.1058
-0.254,1.42337,10.1058
-0.25375,1.42337,10.1096
-0.2535,1.42337,10.1096
-0.25325,1.42337,10.1058
-0.253,1.42337,10.1096
-0.25275,1.42337,10.1096
-0.2525,1.42337,10.1096
-0.25225,1.42337,10.1096
-0.252,1.42337,10.1096
-0.25175,1.42337,10.1096
-0.2515,1.42337,10.1133
-0.25125,1.42337,10.1133
-0.251,1.42337,10.1096
-0.25075,1.42337,10.1133
-0.2505,1.42337,10.1133
-0.25025,1.42337,10.1133
-0.25,1.42337,10.1133
-0.24975,1.42337,10.1133
-0.2495,1.42337,10.1133
-0.24925,1.42337,10.1133
-0.249,1.42337,10.1171
-0.24875,1.42337,10.1171
-0.2485,1.42337,10.1171
-0.24825,1.42337,10.1171
-0.248,1.42337,10.1171
-0.24775,1.42337,10.1171
-0.2475,1.42337,10.1171
-0.24725,1.42337,10.1171
-0.247,1.42337,10.1171
-0.24675,1.42337,10.1171
-0.2465,1.42337,10.1208
-0.24625,1.42337,10.1171
-0.246,1.42337,10.1208
-0.24575,1.42337,10.1208
-0.2455,1.42337,10.1208
-0.24525,1.42337,10.1208
-0.245,1.42337,10.1208
-0.24475,1.42337,10.1208
-0.2445,1.42337,10.1208
-0.24425,1.42337,10.1208
-0.244,1.42337,10.1208
-0.24375,1.42337,10.1208
-0.2435,1.42337,10.1246
-0.24325,1.42337,10.1246
-0.243,1.42337,10.1208
-0.24275,1.42337,10.1246
-0.2425,1.42337,10.1246
-0.24225,1.42337,10.1246
-0.242,1.42337,10.1246
-0.24175,1.42337,10.1246
-0.2415,1.42337,10.1246
-0.24125,1.42337,10.1284
-0.241,1.42337,10.1284
-0.24075,1.42337,10.1246
-0.2405,1.42337,10.1284
-0.24025,1.42337,10.1246
-0.24,1.42337,10.1284
-0.23975,1.42337,10.1284
-0.2395,1.42337,10.1284
-0.23925,1.42337,10.1284
-0.239,1.42337,10.1284
-0.23875,1.42337,10.1284
-0.2385,1.42337,10.1284
-0.23825,1.42337,10.1321
-0.238,1.42337,10.1284
-0.23775,1.42337,10.1321
-0.2375,1.42337,10.1321
-0.23725,1.42337,10.1321
-0.237,1.42337,10.1321
-0.23675,1.42337,10.1321
-0.2365,1.42337,10.1321
-0.23625,1.42337,10.1321
-0.236,1.42337,10.1321
-0.23575,1.42337,10.1359
-0.2355,1.42371,10.1359
-0.23525,1.42337,10.1359
-0.235,1.42371,10.1359
-0.23475,1.42371,10.1359
-0.2345,1.42371,10.1359
-0.23425,1.42371,10.1359
-0.234,1.42337,10.1359
-0.23375,1.42337,10.1359
-0.2335,1.42371,10.1359
-0.23325,1.42371,10.1396
-0.233,1.42337,10.1396
-0.23275,1.42337,10.1396
-0.2325,1.42337,10.1396
-0.23225,1.42371,10.1396
-0.232,1.42337,10.1396
-0.23175,1.42371,10.1434
-0.2315,1.42337,10.1396
-0.23125,1.42337,10.1396
-0.231,1.42337,10.1396
-0.23075,1.42371,10.1396
-0.2305,1.42371,10.1434
-0.23025,1.42371,10.1434
-0.23,1.42337,10.1434
-0.22975,1.42337,10.1434
-0.2295,1.42371,10.1434
-0.22925,1.42371,10.1434
-0.229,1.42371,10.1471
-0.22875,1.42371,10.1434
-0.2285,1.42371,10.1434
-0.22825,1.42371,10.1471
-0.228,1.42371,10.1471
-0.22775,1.42371,10.1471
-0.2275,1.42371,10.1471
-0.22725,1.42371,10.1471
-0.227,1.42337,10.1471
-0.22675,1.42371,10.1471
-0.2265,1.42337,10.1471
-0.22625,1.42371,10.1509
-0.226,1.42371,10.1509
-0.22575,1.42371,10.1509
-0.2255,1.42371,10.1509
-0.22525,1.42371,10.1509
-0.225,1.42371,10.1509
-0.22475,1.42371,10.1509
-0.2245,1.42371,10.1509
-0.22425,1.42371,10.1509
-0.224,1.42371,10.1509
-0.22375,1.42371,10.1509
-0.2235,1.42371,10.1546
-0.22325,1.42371,10.1509
-0.223,1.42371,10.1546
-0.22275,1.42371,10.1546
-0.2225,1.42371,10.1546
-0.22225,1.42371,10.1546
-0.222,1.42371,10.1546
-0.22175,1.42371,10.1546
-0.2215,1.42337,10.1546
-0.22125,1.42371,10.1546
-0.221,1.42371,10.1546
-0.22075,1.42371,10.1546
-0.2205,1.42371,10.1546
-0.22025,1.42371,10.1546
-0.22,1.42371,10.1546
-0.21975,1.42371,10.1546
-0.2195,1.65662,8.56185
-0.21925,1.80517,7.49497
-0.219,1.8045,7.49873
-0.21875,1.80417,7.49873
-0.2185,1.80349,7.49873
-0.21825,1.80316,7.50248
-0.218,1.80282,7.50248
-0.21775,1.80248,7.50248
-0.2175,1.80181,7.50624
-0.21725,1.80181,7.50624
-0.217,1.80114,7.50624
-0.21675,1.8008,7.50624
-0.2165,1.80047,7.51
-0.21625,1.80013,7.51
-0.216,1.7998,7.51
-0.21575,1.79946,7.51375
-0.2155,1.79912,7.51375
-0.21525,1.79879,7.51375
-0.215,1.79845,7.51751
-0.21475,1.79812,7.51751
-0.2145,1.79812,7.51751
-0.21425,1.79778,7.52127
-0.214,1.79744,7.52127
-0.21375,1.79711,7.52127
-0.2135,1.79677,7.52502
-0.21325,1.79644,7.52127
-0.213,1.7961,7.52502
-0.21275,1.7961,7.52502
-0.2125,1.79576,7.52502
-0.21225,1.79509,7.52878
-0.212,1.79509,7.52878
-0.21175,1.79475,7.52878
-0.2115,1.79442,7.53254
-0.21125,1.79408,7.53254
-0.211,1.79375,7.53254
-0.21075,1.79341,7.53254
-0.2105,1.79307,7.53254
-0.21025,1.79274,7.53629
-0.21,1.7924,7.53629
-0.20975,1.7924,7.54005
-0.2095,1.79207,7.54005
-0.20925,1.79173,7.54005
-0.209,1.79139,7.54005
-0.20875,1.79106,7.54381
-0.2085,1.79072,7.54381
-0.20825,1.79072,7.54381
-0.208,1.79039,7.54756
-0.20775,1.79005,7.54756
-0.2075,1.78971,7.54756
-0.20725,1.78938,7.54756
-0.207,1.78904,7.54756
-0.20675,1.78904,7.55132
-0.2065,1.78871,7.55132
-0.20625,1.78837,7.55508
-0.206,1.78803,7.55508
-0.20575,1.7877,7.55508
-0.2055,1.7877,7.55508
-0.20525,1.78736,7.55883
-0.205,1.78702,7.55883
-0.20475,1.78669,7.55883
-0.2045,1.78669,7.56259
-0.20425,1.78635,7.56259
-0.204,1.78602,7.56259
-0.20375,1.78568,7.56259
-0.2035,1.78534,7.56259
-0.20325,1.78534,7.56635
-0.203,1.78501,7.56635
-0.20275,1.78467,7.5701
-0.2025,1.78434,7.5701
-0.20225,1.78434,7.5701
-0.202,1.784,7.57386
-0.20175,1.78366,7.57386
-0.2015,1.78333,7.57386
-0.20125,1.78299,7.57386
-0.201,1.78266,7.57386
-0.20075,1.78266,7.57762
-0.2005,1.78232,7.57762
-0.20025,1.78198,7.57762
-0.2,1.78165,7.58137
-0.19975,1.78165,7.58137
-0.1995,1.78098,7.58137
-0.19925,1.78098,7.58513
-0.199,1.78064,7.58513
-0.19875,1.7803,7.58513
-0.1985,1.77997,7.58889
-0.19825,1.77963,7.58889
-0.198,1.77963,7.58889
-0.19775,1.77929,7.58889
-0.1975,1.77896,7.59264
-0.19725,1.77862,7.59264
-0.197,1.77862,7.59264
-0.19675,1.77829,7.5964
-0.1965,1.77761,7.5964
-0.19625,1.77761,7.5964
-0.196,1.77728,7.5964
-0.19575,1.77694,7.60015
-0.1955,1.77694,7.60015
-0.19525,1.77627,7.60015
-0.195,1.77627,7.60015
-0.19475,1.77593,7.60391
-0.1945,1.77593,7.60391
-0.19425,1.77526,7.60391
-0.194,1.77526,7.60391
-0.19375,1.77493,7.60767
-0.1935,1.77493,7.60767
-0.19325,1.77425,7.60767
-0.193,1.77425,7.61142
-0.19275,1.77392,7.61142
-0.1925,1.77358,7.61142
-0.19225,1.77324,7.61142
-0.192,1.77324,7.61518
-0.19175,1.77291,7.61518
-0.1915,1.77257,7.61894
-0.19125,1.77257,7.61894
-0.191,1.77224,7.61894
-0.19075,1.7719,7.61894
-0.1905,1.77156,7.62269
-0.19025,1.77123,7.62269
-0.19,1.77089,7.62269
-0.18975,1.77056,7.62645
-0.1895,1.77056,7.62645
-0.18925,1.77022,7.62645
-0.189,1.76988,7.62645
-0.18875,1.76988,7.63021
-0.1885,1.76955,7.63021
-0.18825,1.76921,7.63021
-0.188,1.76888,7.63021
-0.18775,1.76888,7.63396
-0.1875,1.76854,7.63396
-0.18725,1.7682,7.63396
-0.187,1.76787,7.63772
-0.18675,1.76787,7.63772
-0.1865,1.76753,7.63772
-0.18625,1.7672,7.63772
-0.186,1.76686,7.64148
-0.18575,1.76686,7.64148
-0.1855,1.76652,7.64148
-0.18525,1.76619,7.64523
-0.185,1.76585,7.64523
-0.18475,1.76585,7.64523
-0.1845,1.76551,7.64899
-0.18425,1.76518,7.64899
-0.184,1.76484,7.64899
-0.18375,1.76451,7.64899
-0.1835,1.76451,7.65275
-0.18325,1.76417,7.65275
-0.183,1.76417,7.6565
-0.18275,1.76383,7.6565
-0.1825,1.7635,7.6565
-0.18225,1.7635,7.6565
-0.182,1.76283,7.6565
-0.18175,1.76283,7.66026
-0.1815,1.76249,7.66026
-0.18125,1.76249,7.66026
-0.181,1.76215,7.66402
-0.18075,1.76182,7.66402
-0.1805,1.76182,7.66402
-0.18025,1.76115,7.66777
-0.18,1.76115,7.66777
-0.17975,1.76081,7.66777
-0.1795,1.76081,7.67153
-0.17925,1.76047,7.67153
-0.179,1.76014,7.67153
-0.17875,1.7598,7.67153
-0.1785,1.7598,7.67529
-0.17825,1.75947,7.67529
-0.178,1.75913,7.67904
-0.17775,1.75879,7.67904
-0.1775,1.75879,7.67904
-0.17725,1.75846,7.67904
-0.177,1.75812,7.6828
-0.17675,1.75778,7.6828
-0.1765,1.75778,7.6828
-0.17625,1.75745,7.68656
-0.176,1.75745,7.68656
-0.17575,1.75711,7.68656
-0.1755,1.75678,7.68656
-0.17525,1.75644,7.69031
-0.175,1.7561,7.69031
-0.17475,1.7561,7.69031
-0.1745,1.75577,7.69031
-0.17425,1.75543,7.69407
-0.174,1.75543,7.69407
-0.17375,1.7551,7.69407
-0.1735,1.75476,7.69407
-0.17325,1.75442,7.69783
-0.173,1.75409,7.69783
-0.17275,1.75409,7.69783
-0.1725,1.75375,7.70158
-0.17225,1.75342,7.70158
-0.172,1.75308,7.70158
-0.17175,1.75308,7.70158
-0.1715,1.75274,7.70534
-0.17125,1.75241,7.70534
-0.171,1.75241,7.70534
-0.17075,1.75207,7.7091
-0.1705,1.75174,7.7091
-0.17025,1.7514,7.7091
-0.17,1.75106,7.7091
-0.16975,1.75106,7.71285
-0.1695,1.75106,7.71285
-0.16925,1.75073,7.71661
-0.169,1.75039,7.71661
-0.16875,1.75005,7.71661
-0.1685,1.75005,7.72037
-0.16825,1.74972,7.72037
-0.168,1.74938,7.72412
-0.16775,1.74905,7.72412
-0.1675,1.74905,7.72412
-0.16725,1.74871,7.72412
-0.167,1.74837,7.72788
-0.16675,1.74804,7.72788
-0.1665,1.7477,7.72788
-0.16625,1.7477,7.73164
-0.166,1.74737,7.73164
-0.16575,1.74703,7.73164
-0.1655,1.74703,7.73164
-0.16525,1.74669,7.73539
-0.165,1.74669,7.73539
-0.16475,1.74636,7.73915
-0.1645,1.74602,7.73915
-0.16425,1.74602,7.73915
-0.164,1.74569,7.74291
-0.16375,1.74535,7.74291
-0.1635,1.74535,7.74291
-0.16325,1.74501,7.74291
-0.163,1.74501,7.74666
-0.16275,1.74468,7.74666
-0.1625,1.74434,7.74666
-0.16225,1.74434,7.75042
-0.162,1.744,7.75042
-0.16175,1.74367,7.75042
-0.1615,1.74367,7.75042
-0.16125,1.74333,7.75418
-0.161,1.74333,7.75418
-0.16075,1.743,7.75793
-0.1605,1.74266,7.75418
-0.16025,1.74232,7.75793
-0.16,1.74199,7.75793
-0.15975,1.74199,7.75793
-0.1595,1.74165,7.76169
-0.15925,1.74165,7.76169
-0.159,1.74132,7.76545
-0.15875,1.74098,7.76545
-0.1585,1.74098,7.76545
-0.15825,1.74064,7.76545
-0.158,1.74031,7.76545
-0.15775,1.74031,7.7692
-0.1575,1.73997,7.7692
-0.15725,1.73964,7.77296
-0.157,1.7393,7.77296
-0.15675,1.73896,7.77672
-0.1565,1.73896,7.77672
-0.15625,1.73863,7.77672
-0.156,1.73829,7.77672
-0.15575,1.73829,7.78047
-0.1555,1.73796,7.78047
-0.15525,1.73796,7.78423
-0.155,1.73762,7.78423
-0.15475,1.73728,7.78423
-0.1545,1.73695,7.78423
-0.15425,1.73695,7.78799
-0.154,1.73661,7.78799
-0.15375,1.73661,7.79174
-0.1535,1.73627,7.79174
-0.15325,1.73594,7.79174
-0.153,1.73594,7.7955
-0.15275,1.7356,7.7955
-0.1525,1.73527,7.7955
-0.15225,1.73527,7.79926
-0.152,1.73493,7.79926
-0.15175,1.73459,7.79926
-0.1515,1.73426,7.80301
-0.15125,1.73426,7.80301
-0.151,1.73392,7.80677
-0.15075,1.73359,7.80677
-0.1505,1.73359,7.80677
-0.15025,1.73325,7.81052
-0.15,1.73291,7.81052
-0.14975,1.73258,7.81052
-0.1495,1.73258,7.81428
-0.14925,1.73224,7.81428
-0.149,1.73191,7.81428
-0.14875,1.73191,7.81804
-0.1485,1.73157,7.81804
-0.14825,1.73123,7.81804
-0.148,1.73123,7.81804
-0.14775,1.7309,7.82179
-0.1475,1.73056,7.82179
-0.14725,1.73023,7.82555
-0.147,1.73023,7.82555
-0.14675,1.72989,7.82555
-0.1465,1.72989,7.82555
-0.14625,1.72955,7.82931
-0.146,1.72922,7.82931
-0.14575,1.72888,7.82931
-0.1455,1.72854,7.83306
-0.14525,1.72854,7.83306
-0.145,1.72821,7.83682
-0.14475,1.72821,7.83682
-0.1445,1.72821,7.84058
-0.14425,1.72787,7.84058
-0.144,1.72754,7.84058
-0.14375,1.7272,7.84433
-0.1435,1.72686,7.84433
-0.14325,1.72686,7.84433
-0.143,1.72653,7.84809
-0.14275,1.72653,7.84809
-0.1425,1.72619,7.84809
-0.14225,1.72586,7.84809
-0.142,1.72552,7.85185
-0.14175,1.72552,7.85185
-0.1415,1.72518,7.85185
-0.14125,1.72485,7.8556
-0.141,1.72485,7.8556
-0.14075,1.72451,7.85936
-0.1405,1.72451,7.85936
-0.14025,1.72418,7.85936
-0.14,1.72384,7.86312
-0.13975,1.72384,7.86312
-0.1395,1.7235,7.86312
-0.13925,1.72317,7.86312
-0.139,1.72283,7.86687
-0.13875,1.72283,7.86687
-0.1385,1.7225,7.86687
-0.13825,1.72216,7.86687
-0.138,1.72216,7.87063
-0.13775,1.72182,7.87063
-0.1375,1.72149,7.87063
-0.13725,1.72149,7.87439
-0.137,1.72115,7.87439
-0.13675,1.72081,7.87439
-0.1365,1.72081,7.87814
-0.13625,1.72048,7.87814
-0.136,1.72048,7.8819
-0.13575,1.72048,7.8819
-0.1355,1.72014,7.88566
-0.13525,1.71981,7.8819
-0.135,1.71947,7.88566
-0.13475,1.71947,7.88941
-0.1345,1.71913,7.88941
-0.13425,1.7188,7.88941
-0.134,1.71846,7.89317
-0.13375,1.71813,7.89317
-0.1335,1.71813,7.89317
-0.13325,1.71813,7.89693
-0.133,1.71779,7.89693
-0.13275,1.71745,7.89693
-0.1325,1.71712,7.90068
-0.13225,1.71712,7.90068
-0.132,1.71678,7.90444
-0.13175,1.71645,7.90444
-0.1315,1.71645,7.90444
-0.13125,1.71611,7.9082
-0.131,1.71577,7.9082
-0.13075,1.71577,7.91195
-0.1305,1.71544,7.91195
-0.13025,1.7151,7.91195
-0.13,1.7151,7.91571
-0.12975,1.71476,7.91571
-0.1295,1.71443,7.91571
-0.12925,1.71443,7.91947
-0.129,1.71409,7.91947
-0.12875,1.71376,7.92322
-0.1285,1.71342,7.92322
-0.12825,1.71342,7.92322
-0.128,1.71308,7.92698
-0.12775,1.71308,7.92698
-0.1275,1.71275,7.93074
-0.12725,1.71241,7.93074
-0.127,1.71208,7.93074
-0.12675,1.71174,7.93449
-0.1265,1.71174,7.93449
-0.12625,1.7114,7.93449
-0.126,1.71107,7.93449
-0.12575,1.71073,7.93825
-0.1255,1.71073,7.94201
-0.12525,1.7104,7.94201
-0.125,1.71006,7.94201
-0.12475,1.71006,7.94576
-0.1245,1.70972,7.94576
-0.12425,1.70972,7.94576
-0.124,1.70939,7.94952
-0.12375,1.70905,7.94952
-0.1235,1.70872,7.94952
-0.12325,1.70838,7.95328
-0.123,1.70838,7.95328
-0.12275,1.70804,7.95703
-0.1225,1.70804,7.95703
-0.12225,1.70771,7.95703
-0.122,1.70737,7.96079
-0.12175,1.70737,7.96079
-0.1215,1.70703,7.96455
-0.12125,1.7067,7.96455
-0.121,1.7067,7.96455
-0.12075,1.70636,7.9683
-0.1205,1.70603,7.9683
-0.12025,1.70569,7.97206
-0.12,1.70569,7.97206
-0.11975,1.70535,7.97582
-0.1195,1.70502,7.97582
-0.11925,1.70468,7.97582
-0.119,1.70468,7.97957
-0.11875,1.70435,7.97957
-0.1185,1.70435,7.98333
-0.11825,1.70367,7.98333
-0.118,1.70367,7.98709
-0.11775,1.70334,7.98333
-0.1175,1.70334,7.98709
-0.11725,1.703,7.99084
-0.117,1.70267,7.99084
-0.11675,1.70267,7.99084
-0.1165,1.70233,7.9946
-0.11625,1.70199,7.9946
-0.116,1.70166,7.99836
-0.11575,1.70166,7.99836
-0.1155,1.70132,8.00211
-0.11525,1.70099,8.00211
-0.115,1.70099,8.00587
-0.11475,1.70065,8.00587
-0.1145,1.70031,8.00587
-0.11425,1.70031,8.00963
-0.114,1.69998,8.00963
-0.11375,1.69964,8.01338
-0.1135,1.69964,8.01338
-0.11325,1.6993,8.01714
-0.113,1.69897,8.01714
-0.11275,1.69863,8.01714
-0.1125,1.6983,8.02089
-0.11225,1.6983,8.02089
-0.112,1.69796,8.02465
-0.11175,1.69762,8.02465
-0.1115,1.69762,8.02841
-0.11125,1.69729,8.03216
-0.111,1.69695,8.03216
-0.11075,1.69662,8.03216
-0.1105,1.69662,8.03592
-0.11025,1.69628,8.03968
-0.11,1.69594,8.03968
-0.10975,1.69594,8.03968
-0.1095,1.69561,8.04343
-0.10925,1.69527,8.04343
-0.109,1.69494,8.04719
-0.10875,1.6946,8.04719
-0.1085,1.69426,8.05095
-0.10825,1.69426,8.0547
-0.108,1.69393,8.0547
-0.10775,1.69359,8.05846
-0.1075,1.69326,8.05846
-0.10725,1.69292,8.06222
-0.107,1.69258,8.06222
-0.10675,1.69225,8.06597
-0.1065,1.69225,8.06597
-0.10625,1.69191,8.06973
-0.106,1.69157,8.06973
-0.10575,1.69157,8.07349
-0.1055,1.69124,8.07349
-0.10525,1.6909,8.07724
-0.105,1.69057,8.07724
-0.10475,1.69023,8.081
-0.1045,1.68989,8.081
-0.10425,1.68956,8.08476
-0.104,1.68956,8.08851
-0.10375,1.68922,8.08851
-0.1035,1.68889,8.09227
-0.10325,1.68855,8.09227
-0.103,1.68821,8.09227
-0.10275,1.68788,8.09603
-0.1025,1.68788,8.09978
-0.10225,1.68754,8.09978
-0.102,1.68721,8.10354
-0.10175,1.68687,8.10354
-0.1015,1.68653,8.1073
-0.10125,1.6862,8.11105
-0.101,1.68586,8.11105
-0.10075,1.68552,8.11481
-0.1005,1.68519,8.11481
-0.10025,1.68485,8.11857
-0.1,1.68452,8.12232
-0.09975,1.68452,8.12232
-0.0995,1.68384,8.12232
-0.09925,1.68384,8.12608
-0.099,1.68351,8.12984
-0.09875,1.68317,8.13359
-0.0985,1.68284,8.13359
-0.09825,1.6825,8.13735
-0.098,1.68216,8.14111
-0.09775,1.68149,8.14111
-0.0975,1.68116,8.14486
-0.09725,1.68082,8.14486
-0.097,1.68082,8.14862
-0.09675,1.68015,8.15238
-0.0965,1.67981,8.15613
-0.09625,1.67948,8.15613
-0.096,1.67914,8.15989
-0.09575,1.6788,8.16365
-0.0955,1.67847,8.16365
-0.09525,1.67813,8.1674
-0.095,1.67779,8.17116
-0.09475,1.67712,8.17116
-0.0945,1.67679,8.17492
-0.09425,1.67645,8.17867
-0.094,1.67611,8.18243
-0.09375,1.67578,8.18619
-0.0935,1.67511,8.18994
-0.09325,1.67477,8.1937
-0.093,1.6741,8.19746
-0.09275,1.67343,8.20121
-0.0925,1.67309,8.20497
-0.09225,1.67275,8.21248
-0.092,1.67208,8.21624
-0.09175,1.67141,8.22
-0.0915,1.67074,8.22375
-0.09125,1.66973,8.23126
-0.091,1.66906,8.23502
-0.09075,1.66805,8.24629
-0.0905,1.6667,8.2538
-0.09025,1.66469,8.26883
-0.09,1.60285,8.4792
-0.08975,1.41732,8.9037
-0.0895,1.41665,8.9037
-0.08925,1.41665,8.9037
-0.089,1.41665,8.9037
-0.08875,1.41665,8.90745
-0.0885,1.41665,8.90745
-0.08825,1.41665,8.90745
