,#Digilent WaveForms Oscilloscope XY,
,#Device Name: Discovery2,
,#Serial Number: SN:210321AA2225,
,#Date Time: 2019-02-11 12:30:44.188,
,,
Times,Channel2V,Math 1 (A)
-0.00197775,-2.75103,-0.0183402
-0.00197717,-2.75103,-0.0183402
-0.00197659,-2.75103,-0.0183402
-0.00197601,-2.74264,-0.0182843
-0.00197543,-2.72887,-0.0181925
-0.00197485,-2.71611,-0.0181074
-0.00197427,-2.70268,-0.0180179
-0.00197369,-2.69294,-0.017953
-0.00197311,-2.68086,-0.0178724
-0.00197253,-2.66709,-0.0177806
-0.00197195,-2.65299,-0.0176866
-0.00197137,-2.63922,-0.0175948
-0.00197079,-2.62612,-0.0175075
-0.00197021,-2.61605,-0.0174403
-0.00196963,-2.60531,-0.0173687
-0.00196905,-2.59221,-0.0172814
-0.00196847,-2.57844,-0.0171896
-0.00196789,-2.56434,-0.0170956
-0.00196731,-2.55091,-0.0170061
-0.00196673,-2.53882,-0.0169255
-0.00196615,-2.52875,-0.0168583
-0.00196557,-2.51498,-0.0167665
-0.00196499,-2.50256,-0.0166837
-0.00196441,-2.48879,-0.0165919
-0.00196383,-2.47469,-0.0164979
-0.00196325,-2.46159,-0.0164106
-0.00196267,-2.45152,-0.0163435
-0.00196209,-2.43943,-0.0162629
-0.00196151,-2.42634,-0.0161756
-0.00196093,-2.41391,-0.0160927
-0.00196035,-2.40048,-0.0160032
-0.00195977,-2.38705,-0.0159137
-0.00195919,-2.3763,-0.015842
-0.00195861,-2.36522,-0.0157682
-0.00195803,-2.35146,-0.0156764
-0.00195745,-2.33802,-0.0155868
-0.00195687,-2.32493,-0.0154995
-0.00195629,-2.31183,-0.0154122
-0.00195571,-2.29907,-0.0153272
-0.00195513,-2.289,-0.01526
-0.00195455,-2.27557,-0.0151705
-0.00195397,-2.26247,-0.0150832
-0.00195339,-2.24837,-0.0149891
-0.00195281,-2.23528,-0.0149018
-0.00195223,-2.22151,-0.0148101
-0.00195165,-2.21244,-0.0147496
-0.00195107,-2.20103,-0.0146735
-0.00195049,-2.1876,-0.014584
-0.00194991,-2.17383,-0.0144922
-0.00194933,-2.15905,-0.0143937
-0.00194875,-2.14562,-0.0143042
-0.00194817,-2.13488,-0.0142325
-0.00194759,-2.12514,-0.0141676
-0.00194701,-2.11171,-0.0140781
-0.00194643,-2.09861,-0.0139908
-0.00194585,-2.08518,-0.0139012
-0.00194527,-2.07175,-0.0138117
-0.00194469,-2.06,-0.0137333
-0.00194411,-2.04959,-0.0136639
-0.00194353,-2.03582,-0.0135722
-0.00194295,-2.02239,-0.0134826
-0.00194237,-2.00963,-0.0133975
-0.00194179,-1.99654,-0.0133102
-0.00194121,-1.98311,-0.0132207
-0.00194063,-1.97438,-0.0131625
-0.00194005,-1.96027,-0.0130685
-0.00193947,-1.94684,-0.0129789
-0.00193889,-1.93408,-0.0128939
-0.00193831,-1.92132,-0.0128088
-0.00193773,-1.90722,-0.0127148
-0.00193715,-1.89647,-0.0126432
-0.00193657,-1.88506,-0.0125671
-0.00193599,-1.87129,-0.0124753
-0.00193541,-1.8582,-0.012388
-0.00193483,-1.84443,-0.0122962
-0.00193425,-1.831,-0.0122066
-0.00193367,-1.81924,-0.0121283
-0.00193309,-1.80951,-0.0120634
-0.00193251,-1.79574,-0.0119716
-0.00193193,-1.78264,-0.0118843
-0.00193135,-1.76921,-0.0117948
-0.00193077,-1.75545,-0.011703
-0.00193019,-1.74269,-0.0116179
-0.00192961,-1.73362,-0.0115575
-0.00192903,-1.72019,-0.0114679
-0.00192845,-1.70777,-0.0113851
-0.00192787,-1.694,-0.0112933
-0.00192729,-1.6809,-0.011206
-0.00192671,-1.6668,-0.011112
-0.00192613,-1.65841,-0.011056
-0.00192555,-1.64531,-0.0109687
-0.00192497,-1.63121,-0.0108747
-0.00192439,-1.61845,-0.0107897
-0.00192381,-1.60636,-0.0107091
-0.00192323,-1.59259,-0.0106173
-0.00192265,-1.57983,-0.0105322
-0.00192207,-1.56909,-0.0104606
-0.00192149,-1.55599,-0.0103733
-0.00192091,-1.5429,-0.010286
-0.00192033,-1.5298,-0.0101987
-0.00191975,-1.51637,-0.0101091
-0.00191917,-1.50361,-0.0100241
-0.00191859,-1.49455,-0.00996364
-0.00191801,-1.48011,-0.00986738
-0.00191743,-1.46735,-0.00978232
-0.00191685,-1.45459,-0.00969725
-0.00191627,-1.44149,-0.00960995
-0.00191569,-1.42773,-0.00951817
-0.00191511,-1.419,-0.00945997
-0.00191453,-1.40624,-0.0093749
-0.00191395,-1.39314,-0.0092876
-0.00191337,-1.37971,-0.00919806
-0.00191279,-1.36527,-0.0091018
-0.00191221,-1.35217,-0.0090145
-0.00191163,-1.3421,-0.00894734
-0.00191105,-1.33001,-0.00886676
-0.00191047,-1.31658,-0.00877721
-0.00190989,-1.30349,-0.00868991
-0.00190931,-1.29039,-0.00860261
-0.00190873,-1.27662,-0.00851083
-0.00190815,-1.26353,-0.00842353
-0.00190757,-1.2548,-0.00836532
-0.00190699,-1.2417,-0.00827802
-0.00190641,-1.22794,-0.00818624
-0.00190583,-1.21484,-0.00809894
-0.00190525,-1.20141,-0.0080094
-0.00190467,-1.18798,-0.00791986
-0.00190409,-1.17925,-0.00786165
-0.00190351,-1.16649,-0.00777659
-0.00190293,-1.15272,-0.00768481
-0.00190235,-1.13929,-0.00759527
-0.00190177,-1.12586,-0.00750573
-0.00190119,-1.11243,-0.00741619
-0.00190061,-1.10235,-0.00734903
-0.00190003,-1.09027,-0.00726844
-0.00189945,-1.07751,-0.00718338
-0.00189887,-1.06441,-0.00709608
-0.00189829,-1.05098,-0.00700653
-0.00189771,-1.03788,-0.00691923
-0.00189713,-1.02479,-0.00683193
-0.00189655,-1.01505,-0.00676701
-0.00189597,-1.00229,-0.00668195
-0.00189539,-0.988525,-0.00659017
-0.00189481,-0.975765,-0.0065051
-0.00189423,-0.961663,-0.00641108
-0.00189365,-0.94756,-0.00631707
-0.00189307,-0.939165,-0.0062611
-0.00189249,-0.926742,-0.00617828
-0.00189191,-0.912639,-0.00608426
-0.00189133,-0.898536,-0.00599024
-0.00189075,-0.885776,-0.00590518
-0.00189017,-0.874024,-0.00582683
-0.00188959,-0.863951,-0.00575967
-0.00188901,-0.851527,-0.00567685
-0.00188843,-0.838096,-0.0055873
-0.00188785,-0.825336,-0.00550224
-0.00188727,-0.811569,-0.00541046
-0.00188669,-0.798474,-0.00532316
-0.00188611,-0.787393,-0.00524929
-0.00188553,-0.775976,-0.00517318
-0.00188495,-0.763217,-0.00508811
-0.00188437,-0.74945,-0.00499633
-0.00188379,-0.735011,-0.00490007
-0.00188321,-0.722587,-0.00481725
-0.00188263,-0.709156,-0.00472771
-0.00188205,-0.700762,-0.00467174
-0.00188147,-0.686995,-0.00457996
-0.00188089,-0.673563,-0.00449042
-0.00188031,-0.659461,-0.0043964
-0.00187973,-0.646365,-0.0043091
-0.00187915,-0.63327,-0.0042218
-0.00187857,-0.62454,-0.0041636
-0.00187799,-0.611444,-0.00407629
-0.00187741,-0.598013,-0.00398675
-0.00187683,-0.584918,-0.00389945
-0.00187625,-0.571151,-0.00380767
-0.00187567,-0.557719,-0.00371813
-0.00187509,-0.546974,-0.0036465
-0.00187451,-0.535894,-0.00357262
-0.00187393,-0.522462,-0.00348308
-0.00187335,-0.509031,-0.00339354
-0.00187277,-0.495264,-0.00330176
-0.00187219,-0.482169,-0.00321446
-0.00187161,-0.471088,-0.00314059
-0.00187103,-0.460679,-0.00307119
-0.00187045,-0.446912,-0.00297941
-0.00186987,-0.434152,-0.00289435
-0.00186929,-0.420721,-0.00280481
-0.00186871,-0.407626,-0.0027175
-0.00186813,-0.393859,-0.00262572
-0.00186755,-0.384793,-0.00256528
-0.00186697,-0.371697,-0.00247798
-0.00186639,-0.35793,-0.0023862
-0.00186581,-0.344835,-0.0022989
-0.00186523,-0.331739,-0.0022116
-0.00186465,-0.318308,-0.00212205
-0.00186407,-0.307899,-0.00205266
-0.00186349,-0.296147,-0.00197431
-0.00186291,-0.283387,-0.00188925
-0.00186233,-0.269956,-0.00179971
-0.00186175,-0.256189,-0.00170793
-0.00186117,-0.242758,-0.00161838
-0.00186059,-0.231341,-0.00154227
-0.00186001,-0.220932,-0.00147288
-0.00185943,-0.207165,-0.0013811
-0.00185885,-0.193398,-0.00128932
-0.00185827,-0.180638,-0.00120426
-0.00185769,-0.166871,-0.00111248
-0.00185711,-0.154448,-0.00102965
-0.00185653,-0.14471,-0.000964733
-0.00185595,-0.131279,-0.000875192
-0.00185537,-0.117512,-0.000783412
-0.00185479,-0.104752,-0.000698348
-0.00185421,-0.0916567,-0.000611045
-0.00185363,-0.0772182,-0.000514788
-0.00185305,-0.066809,-0.000445393
-0.00185247,-0.0560641,-0.00037376
-0.00185189,-0.0436402,-0.000290935
-0.00185131,-0.0298732,-0.000199155
-0.00185073,-0.0167778,-0.000111852
-0.00185015,-0.00301082,-2.01E-05
-0.00184957,0.00706258,4.71E-05
-0.00184899,0.0184791,0.000123194
-0.00184841,0.0315745,0.000210497
-0.00184783,0.0443342,0.000295561
-0.00184725,0.056758,0.000378387
-0.00184667,0.0708608,0.000472405
-0.00184609,0.0839562,0.000559708
-0.00184551,0.093358,0.000622387
-0.00184493,0.107125,0.000714167
-0.00184435,0.119885,0.000799231
-0.00184377,0.133652,0.000891011
-0.00184319,0.147083,0.000980552
-0.00184261,0.16085,0.00107233
-0.00184203,0.169244,0.0011283
-0.00184145,0.183011,0.00122008
-0.00184087,0.196107,0.00130738
-0.00184029,0.209202,0.00139468
-0.00183971,0.222969,0.00148646
-0.00183913,0.236065,0.00157376
-0.00183855,0.247145,0.00164764
-0.00183797,0.25789,0.00171927
-0.00183739,0.271321,0.00180881
-0.00183681,0.284417,0.00189611
-0.00183623,0.297512,0.00198342
-0.00183565,0.310943,0.00207296
-0.00183507,0.323032,0.00215354
-0.00183449,0.332769,0.00221846
-0.00183391,0.346536,0.00231024
-0.00183333,0.359967,0.00239978
-0.00183275,0.373399,0.00248932
-0.00183217,0.386494,0.00257663
-0.00183159,0.399925,0.00266617
-0.00183101,0.408991,0.00272661
-0.00183043,0.422758,0.00281839
-0.00182985,0.435518,0.00290345
-0.00182927,0.448278,0.00298852
-0.00182869,0.461709,0.00307806
-0.00182811,0.476483,0.00317655
-0.00182753,0.487564,0.00325043
-0.00182695,0.497973,0.00331982
-0.00182637,0.511404,0.00340936
-0.00182579,0.524164,0.00349443
-0.00182521,0.537259,0.00358173
-0.00182463,0.55069,0.00367127
-0.00182405,0.563786,0.00375857
-0.00182347,0.573523,0.00382349
-0.00182289,0.586283,0.00390855
-0.00182231,0.599379,0.00399586
-0.00182173,0.613481,0.00408988
-0.00182115,0.627584,0.00418389
-0.00182057,0.639672,0.00426448
-0.00181999,0.648402,0.00432268
-0.00181941,0.661834,0.00441222
-0.00181883,0.675601,0.004504
-0.00181825,0.689368,0.00459578
-0.00181767,0.703135,0.00468756
-0.00181709,0.71623,0.00477487
-0.00181651,0.725632,0.00483755
-0.00181593,0.738391,0.00492261
-0.00181535,0.751487,0.00500991
-0.00181477,0.764582,0.00509722
-0.00181419,0.777678,0.00518452
-0.00181361,0.790773,0.00527182
-0.00181303,0.802861,0.00535241
-0.00181245,0.812263,0.00541509
-0.00181187,0.825358,0.00550239
-0.00181129,0.839125,0.00559417
-0.00181071,0.853228,0.00568819
-0.00181013,0.865988,0.00577325
-0.00180955,0.878747,0.00585832
-0.00180897,0.887478,0.00591652
-0.00180839,0.901245,0.0060083
-0.00180781,0.915012,0.00610008
-0.00180723,0.928107,0.00618738
-0.00180665,0.941874,0.00627916
-0.00180607,0.95497,0.00636646
-0.00180549,0.9637,0.00642467
-0.00180491,0.977131,0.00651421
-0.00180433,0.990562,0.00660375
-0.00180375,1.00366,0.00669105
-0.00180317,1.01642,0.00677612
-0.00180259,1.03086,0.00687237
-0.00180201,1.0416,0.00694401
-0.00180143,1.05268,0.00701788
-0.00180085,1.06611,0.00710742
-0.00180027,1.07988,0.0071992
-0.00179969,1.09365,0.00729098
-0.00179911,1.10674,0.00737828
-0.00179853,1.11917,0.00746111
-0.00179795,1.12756,0.00751707
-0.00179737,1.14066,0.00760437
-0.00179679,1.15476,0.00769839
-0.00179621,1.16819,0.00778793
-0.00179563,1.18095,0.007873
-0.00179505,1.19472,0.00796478
-0.00179447,1.20345,0.00802298
-0.00179389,1.21587,0.0081058
-0.00179331,1.2293,0.00819535
-0.00179273,1.2424,0.00828265
-0.00179215,1.25549,0.00836995
-0.00179157,1.2696,0.00846397
-0.00179099,1.27933,0.00852889
-0.00179041,1.29209,0.00861395
-0.00178983,1.30485,0.00869902
-0.00178925,1.31761,0.00878408
-0.00178867,1.33138,0.00887586
-0.00178809,1.34481,0.0089654
-0.00178751,1.35556,0.00903703
-0.00178693,1.36496,0.00909971
-0.00178635,1.38007,0.00920045
-0.00178577,1.39383,0.00929223
-0.00178519,1.40659,0.00937729
-0.00178461,1.41969,0.00946459
-0.00178403,1.43413,0.00956085
-0.00178345,1.44319,0.00962129
-0.00178287,1.45562,0.00970412
-0.00178229,1.46804,0.00978694
-0.00178171,1.48147,0.00987648
-0.00178113,1.49524,0.00996826
-0.00178055,1.50901,0.01006
-0.00177997,1.51908,0.0101272
-0.00177939,1.5315,0.01021
-0.00177881,1.54494,0.0102996
-0.00177823,1.55837,0.0103891
-0.00177765,1.57146,0.0104764
-0.00177707,1.58456,0.0105637
-0.00177649,1.59631,0.0106421
-0.00177591,1.60605,0.010707
-0.00177533,1.61881,0.010792
-0.00177475,1.63224,0.0108816
-0.00177417,1.645,0.0109666
-0.00177359,1.65809,0.011054
-0.00177301,1.67119,0.0111413
-0.00177243,1.67992,0.0111995
-0.00177185,1.69167,0.0112778
-0.00177127,1.70309,0.0113539
-0.00177069,1.71518,0.0114345
-0.00177011,1.72592,0.0115061
-0.00176953,1.73599,0.0115733
-0.00176895,1.74338,0.0116225
-0.00176837,1.75144,0.0116763
-0.00176779,1.7595,0.01173
-0.00176721,1.76689,0.0117792
-0.00176663,1.77327,0.0118218
-0.00176605,1.77998,0.0118665
-0.00176547,1.78468,0.0118979
-0.00176489,1.78905,0.011927
-0.00176431,1.79375,0.0119583
-0.00176373,1.79845,0.0119897
-0.00176315,1.80281,0.0120188
-0.00176257,1.80684,0.0120456
-0.00176199,1.81054,0.0120702
-0.00176141,1.81356,0.0120904
-0.00176083,1.81692,0.0121128
-0.00176025,1.82027,0.0121352
-0.00175967,1.82263,0.0121508
-0.00175909,1.82598,0.0121732
-0.00175851,1.829,0.0121934
-0.00175793,1.83136,0.012209
-0.00175735,1.83303,0.0122202
-0.00175677,1.83538,0.0122359
-0.00175619,1.83874,0.0122583
-0.00175561,1.84109,0.012274
-0.00175503,1.84311,0.0122874
-0.00175445,1.84512,0.0123008
-0.00175387,1.8468,0.012312
-0.00175329,1.84915,0.0123277
-0.00175271,1.8515,0.0123433
-0.00175213,1.85318,0.0123545
-0.00175155,1.85486,0.0123657
-0.00175097,1.8562,0.0123747
-0.00175039,1.85755,0.0123836
-0.00174981,1.85956,0.0123971
-0.00174923,1.8609,0.012406
-0.00174865,1.86258,0.0124172
-0.00174807,1.8646,0.0124307
-0.00174749,1.86594,0.0124396
-0.00174691,1.86728,0.0124486
-0.00174633,1.86896,0.0124598
-0.00174575,1.87064,0.0124709
-0.00174517,1.87198,0.0124799
-0.00174459,1.87333,0.0124889
-0.00174401,1.87534,0.0125023
-0.00174343,1.87635,0.012509
-0.00174285,1.87736,0.0125157
-0.00174227,1.87836,0.0125224
-0.00174169,1.87971,0.0125314
-0.00174111,1.88172,0.0125448
-0.00174053,1.88273,0.0125515
-0.00173995,1.8834,0.012556
-0.00173937,1.88474,0.012565
-0.00173879,1.88609,0.0125739
-0.00173821,1.88676,0.0125784
-0.00173763,1.8881,0.0125873
-0.00173705,1.88877,0.0125918
-0.00173647,1.89045,0.012603
-0.00173589,1.89146,0.0126097
-0.00173531,1.8928,0.0126187
-0.00173473,1.89381,0.0126254
-0.00173415,1.89482,0.0126321
-0.00173357,1.89583,0.0126388
-0.00173299,1.89683,0.0126455
-0.00173241,1.89818,0.0126545
-0.00173183,1.89885,0.012659
-0.00173125,1.89985,0.0126657
-0.00173067,1.90086,0.0126724
-0.00173009,1.9022,0.0126814
-0.00172951,1.90288,0.0126858
-0.00172893,1.90388,0.0126926
-0.00172835,1.90388,0.0126926
-0.00172777,1.90523,0.0127015
-0.00172719,1.90623,0.0127082
-0.00172661,1.90724,0.0127149
-0.00172603,1.90858,0.0127239
-0.00172545,1.90993,0.0127329
-0.00172487,1.90993,0.0127329
-0.00172429,1.91127,0.0127418
-0.00172371,1.91228,0.0127485
-0.00172313,1.91295,0.012753
-0.00172255,1.91362,0.0127575
-0.00172197,1.91463,0.0127642
-0.00172139,1.91564,0.0127709
-0.00172081,1.91631,0.0127754
-0.00172023,1.91732,0.0127821
-0.00171965,1.91799,0.0127866
-0.00171907,1.91899,0.0127933
-0.00171849,1.91967,0.0127978
-0.00171791,1.92067,0.0128045
-0.00171733,1.92168,0.0128112
-0.00171675,1.92235,0.0128157
-0.00171617,1.92269,0.0128179
-0.00171559,1.92369,0.0128246
-0.00171501,1.92437,0.0128291
-0.00171443,1.92504,0.0128336
-0.00171385,1.92537,0.0128358
-0.00171327,1.92605,0.0128403
-0.00171269,1.92672,0.0128448
-0.00171211,1.92772,0.0128515
-0.00171153,1.92873,0.0128582
-0.00171095,1.9294,0.0128627
-0.00171037,1.93007,0.0128672
-0.00170979,1.93075,0.0128716
-0.00170921,1.93175,0.0128784
-0.00170863,1.93243,0.0128828
-0.00170805,1.9331,0.0128873
-0.00170747,1.9341,0.012894
-0.00170689,1.93511,0.0129007
-0.00170631,1.93578,0.0129052
-0.00170573,1.93612,0.0129075
-0.00170515,1.93713,0.0129142
-0.00170457,1.93746,0.0129164
-0.00170399,1.93813,0.0129209
-0.00170341,1.9388,0.0129254
-0.00170283,1.93914,0.0129276
-0.00170225,1.93981,0.0129321
-0.00170167,1.94082,0.0129388
-0.00170109,1.94183,0.0129455
-0.00170051,1.94283,0.0129522
-0.00169993,1.94351,0.0129567
-0.00169935,1.94384,0.0129589
-0.00169877,1.94485,0.0129657
-0.00169819,1.94518,0.0129679
-0.00169761,1.94586,0.0129724
-0.00169703,1.94686,0.0129791
-0.00169645,1.9472,0.0129813
-0.00169587,1.94787,0.0129858
-0.00169529,1.94854,0.0129903
-0.00169471,1.94955,0.012997
-0.00169413,1.94989,0.0129992
-0.00169355,1.95022,0.0130015
-0.00169297,1.95123,0.0130082
-0.00169239,1.9519,0.0130127
-0.00169181,1.95257,0.0130171
-0.00169123,1.95358,0.0130239
-0.00169065,1.95459,0.0130306
-0.00169007,1.95459,0.0130306
-0.00168949,1.95526,0.0130351
-0.00168891,1.95526,0.0130351
-0.00168833,1.95593,0.0130395
-0.00168775,1.9566,0.013044
-0.00168717,1.95727,0.0130485
-0.00168659,1.95761,0.0130507
-0.00168601,1.95862,0.0130574
-0.00168543,1.95962,0.0130642
-0.00168485,1.95962,0.0130642
-0.00168427,1.96029,0.0130686
-0.00168369,1.96063,0.0130709
-0.00168311,1.96097,0.0130731
-0.00168253,1.96231,0.0130821
-0.00168195,1.96298,0.0130865
-0.00168137,1.96332,0.0130888
-0.00168079,1.96332,0.0130888
-0.00168021,1.96432,0.0130955
-0.00167963,1.96466,0.0130977
-0.00167905,1.96567,0.0131044
-0.00167847,1.96667,0.0131112
-0.00167789,1.96735,0.0131156
-0.00167731,1.96768,0.0131179
-0.00167673,1.96802,0.0131201
-0.00167615,1.96869,0.0131246
-0.00167557,1.96936,0.0131291
-0.00167499,1.9697,0.0131313
-0.00167441,1.97104,0.0131403
-0.00167383,1.97104,0.0131403
-0.00167325,1.97104,0.0131403
-0.00167267,1.97171,0.0131447
-0.00167209,1.97272,0.0131515
-0.00167151,1.97373,0.0131582
-0.00167093,1.97473,0.0131649
-0.00167035,1.97473,0.0131649
-0.00166977,1.97507,0.0131671
-0.00166919,1.97507,0.0131671
-0.00166861,1.97641,0.0131761
-0.00166803,1.97708,0.0131806
-0.00166745,1.97776,0.013185
-0.00166687,1.97809,0.0131873
-0.00166629,1.97843,0.0131895
-0.00166571,1.9791,0.013194
-0.00166513,1.9791,0.013194
-0.00166455,1.97943,0.0131962
-0.00166397,1.98044,0.0132029
-0.00166339,1.98111,0.0132074
-0.00166281,1.98111,0.0132074
-0.00166223,1.98178,0.0132119
-0.00166165,1.98279,0.0132186
-0.00166107,1.98346,0.0132231
-0.00166049,1.98346,0.0132231
-0.00165991,1.98414,0.0132276
-0.00165933,1.98481,0.013232
-0.00165875,1.98581,0.0132388
-0.00165817,1.98649,0.0132432
-0.00165759,1.98682,0.0132455
-0.00165701,1.98682,0.0132455
-0.00165643,1.98716,0.0132477
-0.00165585,1.98783,0.0132522
-0.00165527,1.9885,0.0132567
-0.00165469,1.98884,0.0132589
-0.00165411,1.98951,0.0132634
-0.00165353,1.99018,0.0132679
-0.00165295,1.99085,0.0132723
-0.00165237,1.99119,0.0132746
-0.00165179,1.99119,0.0132746
-0.00165121,1.99186,0.0132791
-0.00165063,1.99219,0.0132813
-0.00165005,1.99287,0.0132858
-0.00164947,1.99387,0.0132925
-0.00164889,1.99421,0.0132947
-0.00164831,1.99488,0.0132992
-0.00164773,1.99522,0.0133014
-0.00164715,1.99622,0.0133082
-0.00164657,1.99622,0.0133082
-0.00164599,1.99689,0.0133126
-0.00164541,1.99723,0.0133149
-0.00164483,1.9979,0.0133193
-0.00164425,1.99857,0.0133238
-0.00164367,1.99891,0.0133261
-0.00164309,1.99925,0.0133283
-0.00164251,1.99992,0.0133328
-0.00164193,2.00059,0.0133373
-0.00164135,2.00092,0.0133395
-0.00164077,2.0016,0.013344
-0.00164019,2.00193,0.0133462
-0.00163961,2.00227,0.0133484
-0.00163903,2.0026,0.0133507
-0.00163845,2.00294,0.0133529
-0.00163787,2.00395,0.0133596
-0.00163729,2.00428,0.0133619
-0.00163671,2.00462,0.0133641
-0.00163613,2.00529,0.0133686
-0.00163555,2.00596,0.0133731
-0.00163497,2.0063,0.0133753
-0.00163439,2.0063,0.0133753
-0.00163381,2.0073,0.013382
-0.00163323,2.00764,0.0133843
-0.00163265,2.00865,0.013391
-0.00163207,2.00898,0.0133932
-0.00163149,2.00965,0.0133977
-0.00163091,2.00965,0.0133977
-0.00163033,2.00999,0.0133999
-0.00162975,2.01066,0.0134044
-0.00162917,2.01133,0.0134089
-0.00162859,2.01167,0.0134111
-0.00162801,2.01234,0.0134156
-0.00162743,2.01301,0.0134201
-0.00162685,2.01335,0.0134223
-0.00162627,2.01402,0.0134268
-0.00162569,2.01436,0.013429
-0.00162511,2.01503,0.0134335
-0.00162453,2.0157,0.013438
-0.00162395,2.0157,0.013438
-0.00162337,2.01637,0.0134425
-0.00162279,2.01671,0.0134447
-0.00162221,2.01704,0.0134469
-0.00162163,2.01771,0.0134514
-0.00162105,2.01838,0.0134559
-0.00162047,2.01906,0.0134604
-0.00161989,2.01939,0.0134626
-0.00161931,2.01872,0.0134581
-0.00161873,2.01805,0.0134537
-0.00161815,2.01771,0.0134514
-0.00161757,2.01771,0.0134514
-0.00161699,2.01671,0.0134447
-0.00161641,2.01637,0.0134425
-0.00161583,2.01637,0.0134425
-0.00161525,2.01603,0.0134402
-0.00161467,2.01503,0.0134335
-0.00161409,2.01469,0.0134313
-0.00161351,2.01436,0.013429
-0.00161293,2.01368,0.0134246
-0.00161235,2.01301,0.0134201
-0.00161177,2.01268,0.0134178
-0.00161119,2.01234,0.0134156
-0.00161061,2.01167,0.0134111
-0.00161003,2.01133,0.0134089
-0.00160945,2.01033,0.0134022
-0.00160887,2.00999,0.0133999
-0.00160829,2.00865,0.013391
-0.00160771,2.00865,0.013391
-0.00160713,2.00865,0.013391
-0.00160655,2.00865,0.013391
-0.00160597,2.00798,0.0133865
-0.00160539,2.0073,0.013382
-0.00160481,2.00663,0.0133776
-0.00160423,2.0063,0.0133753
-0.00160365,2.00563,0.0133708
-0.00160307,2.00495,0.0133664
-0.00160249,2.00462,0.0133641
-0.00160191,2.00361,0.0133574
-0.00160133,2.00294,0.0133529
-0.00160075,2.00294,0.0133529
-0.00160017,2.0026,0.0133507
-0.00159959,2.00227,0.0133484
-0.00159901,2.00193,0.0133462
-0.00159843,2.00092,0.0133395
-0.00159785,2.00025,0.013335
-0.00159727,2.00025,0.013335
-0.00159669,1.99958,0.0133305
-0.00159611,1.99891,0.0133261
-0.00159553,1.99857,0.0133238
-0.00159495,1.9979,0.0133193
-0.00159437,1.99757,0.0133171
-0.00159379,1.99689,0.0133126
-0.00159321,1.99656,0.0133104
-0.00159263,1.99589,0.0133059
-0.00159205,1.99488,0.0132992
-0.00159147,1.99421,0.0132947
-0.00159089,1.99421,0.0132947
-0.00159031,1.99387,0.0132925
-0.00158973,1.99387,0.0132925
-0.00158915,1.9932,0.013288
-0.00158857,1.99287,0.0132858
-0.00158799,1.99219,0.0132813
-0.00158741,1.99119,0.0132746
-0.00158683,1.99085,0.0132723
-0.00158625,1.99052,0.0132701
-0.00158567,1.98951,0.0132634
-0.00158509,1.98951,0.0132634
-0.00158451,1.98884,0.0132589
-0.00158393,1.98816,0.0132544
-0.00158335,1.98716,0.0132477
-0.00158277,1.98649,0.0132432
-0.00158219,1.98649,0.0132432
-0.00158161,1.98615,0.013241
-0.00158103,1.98514,0.0132343
-0.00158045,1.98481,0.013232
-0.00157987,1.98414,0.0132276
-0.00157929,1.9838,0.0132253
-0.00157871,1.98313,0.0132209
-0.00157813,1.98246,0.0132164
-0.00157755,1.98212,0.0132141
-0.00157697,1.98212,0.0132141
-0.00157639,1.98145,0.0132097
-0.00157581,1.98044,0.0132029
-0.00157523,1.98011,0.0132007
-0.00157465,1.97943,0.0131962
-0.00157407,1.9791,0.013194
-0.00157349,1.97876,0.0131918
-0.00157291,1.97776,0.013185
-0.00157233,1.97675,0.0131783
-0.00157175,1.97641,0.0131761
-0.00157117,1.97608,0.0131738
-0.00157059,1.97574,0.0131716
-0.00157001,1.97507,0.0131671
-0.00156943,1.9744,0.0131627
-0.00156885,1.97373,0.0131582
-0.00156827,1.97406,0.0131604
-0.00156769,1.97339,0.0131559
-0.00156711,1.97272,0.0131515
-0.00156653,1.97138,0.0131425
-0.00156595,1.9707,0.013138
-0.00156537,1.97037,0.0131358
-0.00156479,1.96936,0.0131291
-0.00156421,1.96936,0.0131291
-0.00156363,1.96936,0.0131291
-0.00156305,1.96903,0.0131268
-0.00156247,1.96835,0.0131224
-0.00156189,1.96735,0.0131156
-0.00156131,1.96701,0.0131134
-0.00156073,1.966,0.0131067
-0.00156015,1.96533,0.0131022
-0.00155957,1.965,0.0131
-0.00155899,1.96432,0.0130955
-0.00155841,1.96298,0.0130865
-0.00155783,1.96265,0.0130843
-0.00155725,1.96197,0.0130798
-0.00155667,1.96164,0.0130776
-0.00155609,1.9613,0.0130753
-0.00155551,1.96063,0.0130709
-0.00155493,1.96029,0.0130686
-0.00155435,1.95962,0.0130642
-0.00155377,1.95895,0.0130597
-0.00155319,1.95828,0.0130552
-0.00155261,1.95727,0.0130485
-0.00155203,1.95694,0.0130462
-0.00155145,1.9566,0.013044
