#Digilent WaveForms Oscilloscope Acquisition,,
#Device Name: Discovery2,,
#Serial Number: SN:210321AA22EE,,
#Date Time: 2019-03-18 13:31:11.950,,
#Sample rate: 4000Hz,,
#Samples: 8192,,
#Trigger: Source: voltage of transistor Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,,
#voltage of small resistor (470): Range: 500 mV/div Offset: 0 V,,
#current of small resistor: Function: C1 / 470,,
,,
Time (s),voltage of small resistor (470) (V),current of small resistor (mA)
-0.8505,-0.000312449,-6.65E-07
-0.85025,-0.000312449,-6.65E-07
-0.85,-0.000312449,-6.65E-07
-0.84975,-0.000312449,-6.65E-07
-0.8495,-0.000312449,-6.65E-07
-0.84925,-0.000312449,-6.65E-07
-0.849,-0.000312449,-6.65E-07
-0.84875,-0.000312449,-6.65E-07
-0.8485,-0.000312449,-6.65E-07
-0.84825,-0.000312449,-6.65E-07
-0.848,-0.000312449,-6.65E-07
-0.84775,-0.000312449,-6.65E-07
-0.8475,-0.000312449,-6.65E-07
-0.84725,-0.000312449,-6.65E-07
-0.847,-0.000312449,-6.65E-07
-0.84675,-0.000312449,-6.65E-07
-0.8465,-0.000312449,-6.65E-07
-0.84625,-0.000312449,-6.65E-07
-0.846,-0.000312449,-6.65E-07
-0.84575,-0.000312449,-6.65E-07
-0.8455,-0.000312449,-6.65E-07
-0.84525,-0.000312449,-6.65E-07
-0.845,-0.000312449,-6.65E-07
-0.84475,-0.000312449,-6.65E-07
-0.8445,-0.000312449,-6.65E-07
-0.84425,-0.000312449,-6.65E-07
-0.844,-0.000312449,-6.65E-07
-0.84375,-0.000312449,-6.65E-07
-0.8435,-0.000312449,-6.65E-07
-0.84325,-0.000312449,-6.65E-07
-0.843,-0.000312449,-6.65E-07
-0.84275,-0.000312449,-6.65E-07
-0.8425,-0.000312449,-6.65E-07
-0.84225,-0.000312449,-6.65E-07
-0.842,-0.000312449,-6.65E-07
-0.84175,-0.000312449,-6.65E-07
-0.8415,-0.000312449,-6.65E-07
-0.84125,-0.000312449,-6.65E-07
-0.841,-0.000312449,-6.65E-07
-0.84075,-0.000312449,-6.65E-07
-0.8405,-0.000312449,-6.65E-07
-0.84025,-0.000312449,-6.65E-07
-0.84,-0.000312449,-6.65E-07
-0.83975,-0.000312449,-6.65E-07
-0.8395,-0.000312449,-6.65E-07
-0.83925,-0.000312449,-6.65E-07
-0.839,-0.000312449,-6.65E-07
-0.83875,-0.000312449,-6.65E-07
-0.8385,-0.000312449,-6.65E-07
-0.83825,-0.000312449,-6.65E-07
-0.838,-0.000312449,-6.65E-07
-0.83775,-0.000312449,-6.65E-07
-0.8375,-0.000312449,-6.65E-07
-0.83725,-0.000312449,-6.65E-07
-0.837,-0.000312449,-6.65E-07
-0.83675,-0.000312449,-6.65E-07
-0.8365,-0.000312449,-6.65E-07
-0.83625,-0.000312449,-6.65E-07
-0.836,-0.000312449,-6.65E-07
-0.83575,-0.000312449,-6.65E-07
-0.8355,-0.000312449,-6.65E-07
-0.83525,-0.000312449,-6.65E-07
-0.835,-0.000312449,-6.65E-07
-0.83475,-0.000312449,-6.65E-07
-0.8345,-0.000312449,-6.65E-07
-0.83425,-0.000312449,-6.65E-07
-0.834,-0.000312449,-6.65E-07
-0.83375,-0.000312449,-6.65E-07
-0.8335,-0.000312449,-6.65E-07
-0.83325,-0.000312449,-6.65E-07
-0.833,-0.000312449,-6.65E-07
-0.83275,-0.000312449,-6.65E-07
-0.8325,-0.000312449,-6.65E-07
-0.83225,-0.000312449,-6.65E-07
-0.832,-0.000312449,-6.65E-07
-0.83175,-0.000312449,-6.65E-07
-0.8315,-0.000312449,-6.65E-07
-0.83125,-0.000312449,-6.65E-07
-0.831,-0.000312449,-6.65E-07
-0.83075,-0.000312449,-6.65E-07
-0.8305,-0.000312449,-6.65E-07
-0.83025,-0.000312449,-6.65E-07
-0.83,-0.000312449,-6.65E-07
-0.82975,-0.000312449,-6.65E-07
-0.8295,-0.000312449,-6.65E-07
-0.82925,-0.000312449,-6.65E-07
-0.829,-0.000312449,-6.65E-07
-0.82875,-0.000312449,-6.65E-07
-0.8285,-0.000312449,-6.65E-07
-0.82825,-0.000312449,-6.65E-07
-0.828,-0.000312449,-6.65E-07
-0.82775,-0.000312449,-6.65E-07
-0.8275,-0.000312449,-6.65E-07
-0.82725,-0.000312449,-6.65E-07
-0.827,-0.000312449,-6.65E-07
-0.82675,-0.000312449,-6.65E-07
-0.8265,-0.000312449,-6.65E-07
-0.82625,-0.000312449,-6.65E-07
-0.826,-0.000312449,-6.65E-07
-0.82575,-0.000312449,-6.65E-07
-0.8255,-0.000312449,-6.65E-07
-0.82525,-0.000312449,-6.65E-07
-0.825,-0.000312449,-6.65E-07
-0.82475,-0.000312449,-6.65E-07
-0.8245,-0.000312449,-6.65E-07
-0.82425,-0.000312449,-6.65E-07
-0.824,-0.000312449,-6.65E-07
-0.82375,-0.000312449,-6.65E-07
-0.8235,-0.000312449,-6.65E-07
-0.82325,-0.000312449,-6.65E-07
-0.823,-0.000312449,-6.65E-07
-0.82275,-0.000312449,-6.65E-07
-0.8225,-0.000312449,-6.65E-07
-0.82225,-0.000312449,-6.65E-07
-0.822,-0.000312449,-6.65E-07
-0.82175,-0.000312449,-6.65E-07
-0.8215,-0.000312449,-6.65E-07
-0.82125,-0.000312449,-6.65E-07
-0.821,-0.000312449,-6.65E-07
-0.82075,-0.000312449,-6.65E-07
-0.8205,-0.000312449,-6.65E-07
-0.82025,-0.000312449,-6.65E-07
-0.82,-0.000312449,-6.65E-07
-0.81975,-0.000312449,-6.65E-07
-0.8195,-0.000312449,-6.65E-07
-0.81925,-0.000312449,-6.65E-07
-0.819,-0.000312449,-6.65E-07
-0.81875,2.36E-05,5.03E-08
-0.8185,-0.000312449,-6.65E-07
-0.81825,-0.000312449,-6.65E-07
-0.818,-0.000312449,-6.65E-07
-0.81775,-0.000312449,-6.65E-07
-0.8175,-0.000312449,-6.65E-07
-0.81725,-0.000312449,-6.65E-07
-0.817,-0.000312449,-6.65E-07
-0.81675,-0.000312449,-6.65E-07
-0.8165,-0.000312449,-6.65E-07
-0.81625,-0.000312449,-6.65E-07
-0.816,-0.000312449,-6.65E-07
-0.81575,-0.000312449,-6.65E-07
-0.8155,-0.000312449,-6.65E-07
-0.81525,-0.000312449,-6.65E-07
-0.815,-0.000312449,-6.65E-07
-0.81475,-0.000312449,-6.65E-07
-0.8145,-0.000312449,-6.65E-07
-0.81425,-0.000312449,-6.65E-07
-0.814,-0.000312449,-6.65E-07
-0.81375,-0.000312449,-6.65E-07
-0.8135,-0.000312449,-6.65E-07
-0.81325,-0.000312449,-6.65E-07
-0.813,-0.000312449,-6.65E-07
-0.81275,-0.000312449,-6.65E-07
-0.8125,-0.000312449,-6.65E-07
-0.81225,-0.000312449,-6.65E-07
-0.812,-0.000312449,-6.65E-07
-0.81175,-0.000312449,-6.65E-07
-0.8115,-0.000312449,-6.65E-07
-0.81125,-0.000312449,-6.65E-07
-0.811,-0.000312449,-6.65E-07
-0.81075,-0.000312449,-6.65E-07
-0.8105,-0.000312449,-6.65E-07
-0.81025,-0.000312449,-6.65E-07
-0.81,-0.000312449,-6.65E-07
-0.80975,-0.000312449,-6.65E-07
-0.8095,-0.000312449,-6.65E-07
-0.80925,-0.000312449,-6.65E-07
-0.809,-0.000312449,-6.65E-07
-0.80875,-0.000312449,-6.65E-07
-0.8085,-0.000312449,-6.65E-07
-0.80825,-0.000312449,-6.65E-07
-0.808,-0.000312449,-6.65E-07
-0.80775,-0.000312449,-6.65E-07
-0.8075,-0.000312449,-6.65E-07
-0.80725,-0.000312449,-6.65E-07
-0.807,-0.000312449,-6.65E-07
-0.80675,-0.000312449,-6.65E-07
-0.8065,-0.000312449,-6.65E-07
-0.80625,-0.000312449,-6.65E-07
-0.806,-0.000312449,-6.65E-07
-0.80575,-0.000312449,-6.65E-07
-0.8055,-0.000312449,-6.65E-07
-0.80525,-0.000312449,-6.65E-07
-0.805,-0.000312449,-6.65E-07
-0.80475,-0.000312449,-6.65E-07
-0.8045,-0.000312449,-6.65E-07
-0.80425,-0.000312449,-6.65E-07
-0.804,-0.000312449,-6.65E-07
-0.80375,-0.000312449,-6.65E-07
-0.8035,-0.000312449,-6.65E-07
-0.80325,-0.000312449,-6.65E-07
-0.803,-0.000312449,-6.65E-07
-0.80275,-0.000312449,-6.65E-07
-0.8025,-0.000312449,-6.65E-07
-0.80225,-0.000312449,-6.65E-07
-0.802,-0.000312449,-6.65E-07
-0.80175,-0.000312449,-6.65E-07
-0.8015,-0.000312449,-6.65E-07
-0.80125,-0.000312449,-6.65E-07
-0.801,-0.000312449,-6.65E-07
-0.80075,-0.000312449,-6.65E-07
-0.8005,-0.000312449,-6.65E-07
-0.80025,-0.000312449,-6.65E-07
-0.8,-0.000312449,-6.65E-07
-0.79975,-0.000312449,-6.65E-07
-0.7995,-0.000312449,-6.65E-07
-0.79925,-0.000312449,-6.65E-07
-0.799,-0.000312449,-6.65E-07
-0.79875,-0.000312449,-6.65E-07
-0.7985,-0.000312449,-6.65E-07
-0.79825,-0.000312449,-6.65E-07
-0.798,-0.000312449,-6.65E-07
-0.79775,-0.000312449,-6.65E-07
-0.7975,-0.000312449,-6.65E-07
-0.79725,-0.000312449,-6.65E-07
-0.797,-0.000312449,-6.65E-07
-0.79675,-0.000312449,-6.65E-07
-0.7965,2.36E-05,5.03E-08
-0.79625,-0.000312449,-6.65E-07
-0.796,-0.000312449,-6.65E-07
-0.79575,-0.000312449,-6.65E-07
-0.7955,-0.000312449,-6.65E-07
-0.79525,-0.000312449,-6.65E-07
-0.795,-0.000312449,-6.65E-07
-0.79475,-0.000312449,-6.65E-07
-0.7945,2.36E-05,5.03E-08
-0.79425,-0.000312449,-6.65E-07
-0.794,-0.000312449,-6.65E-07
-0.79375,-0.000312449,-6.65E-07
-0.7935,-0.000312449,-6.65E-07
-0.79325,-0.000312449,-6.65E-07
-0.793,-0.000312449,-6.65E-07
-0.79275,-0.000312449,-6.65E-07
-0.7925,-0.000312449,-6.65E-07
-0.79225,-0.000312449,-6.65E-07
-0.792,-0.000312449,-6.65E-07
-0.79175,2.36E-05,5.03E-08
-0.7915,-0.000312449,-6.65E-07
-0.79125,2.36E-05,5.03E-08
-0.791,2.36E-05,5.03E-08
-0.79075,-0.000312449,-6.65E-07
-0.7905,2.36E-05,5.03E-08
-0.79025,2.36E-05,5.03E-08
-0.79,2.36E-05,5.03E-08
-0.78975,-0.000312449,-6.65E-07
-0.7895,-0.000312449,-6.65E-07
-0.78925,-0.000312449,-6.65E-07
-0.789,2.36E-05,5.03E-08
-0.78875,2.36E-05,5.03E-08
-0.7885,-0.000312449,-6.65E-07
-0.78825,-0.000312449,-6.65E-07
-0.788,2.36E-05,5.03E-08
-0.78775,-0.000312449,-6.65E-07
-0.7875,-0.000312449,-6.65E-07
-0.78725,-0.000312449,-6.65E-07
-0.787,-0.000312449,-6.65E-07
-0.78675,-0.000312449,-6.65E-07
-0.7865,-0.000312449,-6.65E-07
-0.78625,-0.000312449,-6.65E-07
-0.786,-0.000312449,-6.65E-07
-0.78575,-0.000312449,-6.65E-07
-0.7855,-0.000312449,-6.65E-07
-0.78525,-0.000312449,-6.65E-07
-0.785,-0.000312449,-6.65E-07
-0.78475,-0.000312449,-6.65E-07
-0.7845,-0.000312449,-6.65E-07
-0.78425,-0.000312449,-6.65E-07
-0.784,-0.000312449,-6.65E-07
-0.78375,-0.000312449,-6.65E-07
-0.7835,-0.000312449,-6.65E-07
-0.78325,-0.000312449,-6.65E-07
-0.783,-0.000312449,-6.65E-07
-0.78275,-0.000312449,-6.65E-07
-0.7825,-0.000312449,-6.65E-07
-0.78225,-0.000312449,-6.65E-07
-0.782,-0.000312449,-6.65E-07
-0.78175,-0.000312449,-6.65E-07
-0.7815,-0.000312449,-6.65E-07
-0.78125,-0.000312449,-6.65E-07
-0.781,-0.000312449,-6.65E-07
-0.78075,-0.000312449,-6.65E-07
-0.7805,-0.000312449,-6.65E-07
-0.78025,-0.000312449,-6.65E-07
-0.78,-0.000312449,-6.65E-07
-0.77975,-0.000312449,-6.65E-07
-0.7795,-0.000312449,-6.65E-07
-0.77925,-0.000312449,-6.65E-07
-0.779,-0.000312449,-6.65E-07
-0.77875,-0.000312449,-6.65E-07
-0.7785,-0.000312449,-6.65E-07
-0.77825,2.36E-05,5.03E-08
-0.778,-0.000312449,-6.65E-07
-0.77775,2.36E-05,5.03E-08
-0.7775,-0.000312449,-6.65E-07
-0.77725,-0.000312449,-6.65E-07
-0.777,-0.000312449,-6.65E-07
-0.77675,-0.000312449,-6.65E-07
-0.7765,-0.000312449,-6.65E-07
-0.77625,-0.000312449,-6.65E-07
-0.776,-0.000312449,-6.65E-07
-0.77575,-0.000312449,-6.65E-07
-0.7755,-0.000312449,-6.65E-07
-0.77525,-0.000312449,-6.65E-07
-0.775,-0.000312449,-6.65E-07
-0.77475,-0.000312449,-6.65E-07
-0.7745,-0.000312449,-6.65E-07
-0.77425,-0.000312449,-6.65E-07
-0.774,-0.000312449,-6.65E-07
-0.77375,-0.000312449,-6.65E-07
-0.7735,-0.000312449,-6.65E-07
-0.77325,-0.000312449,-6.65E-07
-0.773,-0.000312449,-6.65E-07
-0.77275,-0.000312449,-6.65E-07
-0.7725,-0.000312449,-6.65E-07
-0.77225,-0.000312449,-6.65E-07
-0.772,-0.000312449,-6.65E-07
-0.77175,-0.000312449,-6.65E-07
-0.7715,-0.000312449,-6.65E-07
-0.77125,-0.000312449,-6.65E-07
-0.771,-0.000312449,-6.65E-07
-0.77075,-0.000312449,-6.65E-07
-0.7705,-0.000312449,-6.65E-07
-0.77025,-0.000312449,-6.65E-07
-0.77,-0.000312449,-6.65E-07
-0.76975,-0.000312449,-6.65E-07
-0.7695,-0.000312449,-6.65E-07
-0.76925,-0.000312449,-6.65E-07
-0.769,-0.000312449,-6.65E-07
-0.76875,-0.000312449,-6.65E-07
-0.7685,-0.000312449,-6.65E-07
-0.76825,-0.000312449,-6.65E-07
-0.768,-0.000312449,-6.65E-07
-0.76775,-0.000312449,-6.65E-07
-0.7675,-0.000312449,-6.65E-07
-0.76725,2.36E-05,5.03E-08
-0.767,-0.000312449,-6.65E-07
-0.76675,-0.000312449,-6.65E-07
-0.7665,2.36E-05,5.03E-08
-0.76625,-0.000312449,-6.65E-07
-0.766,2.36E-05,5.03E-08
-0.76575,-0.000312449,-6.65E-07
-0.7655,-0.000312449,-6.65E-07
-0.76525,-0.000312449,-6.65E-07
-0.765,2.36E-05,5.03E-08
-0.76475,2.36E-05,5.03E-08
-0.7645,2.36E-05,5.03E-08
-0.76425,2.36E-05,5.03E-08
-0.764,-0.000312449,-6.65E-07
-0.76375,-0.000312449,-6.65E-07
-0.7635,-0.000312449,-6.65E-07
-0.76325,-0.000312449,-6.65E-07
-0.763,-0.000312449,-6.65E-07
-0.76275,-0.000312449,-6.65E-07
-0.7625,-0.000312449,-6.65E-07
-0.76225,-0.000312449,-6.65E-07
-0.762,-0.000312449,-6.65E-07
-0.76175,-0.000312449,-6.65E-07
-0.7615,-0.000312449,-6.65E-07
-0.76125,-0.000312449,-6.65E-07
-0.761,-0.000312449,-6.65E-07
-0.76075,-0.000312449,-6.65E-07
-0.7605,-0.000312449,-6.65E-07
-0.76025,-0.000312449,-6.65E-07
-0.76,-0.000312449,-6.65E-07
-0.75975,-0.000312449,-6.65E-07
-0.7595,-0.000312449,-6.65E-07
-0.75925,-0.000312449,-6.65E-07
-0.759,-0.000312449,-6.65E-07
-0.75875,-0.000312449,-6.65E-07
-0.7585,2.36E-05,5.03E-08
-0.75825,-0.000312449,-6.65E-07
-0.758,-0.000312449,-6.65E-07
-0.75775,-0.000312449,-6.65E-07
-0.7575,-0.000312449,-6.65E-07
-0.75725,-0.000312449,-6.65E-07
-0.757,-0.000312449,-6.65E-07
-0.75675,-0.000312449,-6.65E-07
-0.7565,-0.000312449,-6.65E-07
-0.75625,-0.000312449,-6.65E-07
-0.756,-0.000312449,-6.65E-07
-0.75575,-0.000312449,-6.65E-07
-0.7555,-0.000312449,-6.65E-07
-0.75525,-0.000312449,-6.65E-07
-0.755,-0.000312449,-6.65E-07
-0.75475,-0.000312449,-6.65E-07
-0.7545,-0.000312449,-6.65E-07
-0.75425,-0.000312449,-6.65E-07
-0.754,-0.000312449,-6.65E-07
-0.75375,-0.000312449,-6.65E-07
-0.7535,-0.000312449,-6.65E-07
-0.75325,-0.000312449,-6.65E-07
-0.753,-0.000312449,-6.65E-07
-0.75275,-0.000312449,-6.65E-07
-0.7525,-0.000312449,-6.65E-07
-0.75225,-0.000312449,-6.65E-07
-0.752,-0.000312449,-6.65E-07
-0.75175,-0.000312449,-6.65E-07
-0.7515,-0.000312449,-6.65E-07
-0.75125,-0.000312449,-6.65E-07
-0.751,-0.000312449,-6.65E-07
-0.75075,-0.000312449,-6.65E-07
-0.7505,-0.000312449,-6.65E-07
-0.75025,-0.000312449,-6.65E-07
-0.75,-0.000312449,-6.65E-07
-0.74975,-0.000312449,-6.65E-07
-0.7495,-0.000312449,-6.65E-07
-0.74925,-0.000312449,-6.65E-07
-0.749,-0.000312449,-6.65E-07
-0.74875,-0.000312449,-6.65E-07
-0.7485,-0.000312449,-6.65E-07
-0.74825,-0.000312449,-6.65E-07
-0.748,-0.000312449,-6.65E-07
-0.74775,-0.000312449,-6.65E-07
-0.7475,-0.000312449,-6.65E-07
-0.74725,-0.000312449,-6.65E-07
-0.747,-0.000312449,-6.65E-07
-0.74675,-0.000312449,-6.65E-07
-0.7465,-0.000312449,-6.65E-07
-0.74625,-0.000312449,-6.65E-07
-0.746,-0.000312449,-6.65E-07
-0.74575,-0.000312449,-6.65E-07
-0.7455,-0.000312449,-6.65E-07
-0.74525,-0.000312449,-6.65E-07
-0.745,-0.000312449,-6.65E-07
-0.74475,-0.000312449,-6.65E-07
-0.7445,-0.000312449,-6.65E-07
-0.74425,-0.000312449,-6.65E-07
-0.744,-0.000312449,-6.65E-07
-0.74375,-0.000312449,-6.65E-07
-0.7435,-0.000312449,-6.65E-07
-0.74325,-0.000312449,-6.65E-07
-0.743,-0.000312449,-6.65E-07
-0.74275,-0.000312449,-6.65E-07
-0.7425,-0.000312449,-6.65E-07
-0.74225,-0.000312449,-6.65E-07
-0.742,-0.000312449,-6.65E-07
-0.74175,-0.000312449,-6.65E-07
-0.7415,-0.000312449,-6.65E-07
-0.74125,-0.000312449,-6.65E-07
-0.741,-0.000312449,-6.65E-07
-0.74075,-0.000312449,-6.65E-07
-0.7405,-0.000312449,-6.65E-07
-0.74025,-0.000312449,-6.65E-07
-0.74,-0.000312449,-6.65E-07
-0.73975,-0.000312449,-6.65E-07
-0.7395,-0.000312449,-6.65E-07
-0.73925,-0.000312449,-6.65E-07
-0.739,-0.000312449,-6.65E-07
-0.73875,-0.000312449,-6.65E-07
-0.7385,2.36E-05,5.03E-08
-0.73825,-0.000312449,-6.65E-07
-0.738,-0.000312449,-6.65E-07
-0.73775,-0.000312449,-6.65E-07
-0.7375,-0.000312449,-6.65E-07
-0.73725,-0.000312449,-6.65E-07
-0.737,-0.000312449,-6.65E-07
-0.73675,-0.000312449,-6.65E-07
-0.7365,-0.000312449,-6.65E-07
-0.73625,-0.000312449,-6.65E-07
-0.736,-0.000312449,-6.65E-07
-0.73575,-0.000312449,-6.65E-07
-0.7355,-0.000312449,-6.65E-07
-0.73525,-0.000312449,-6.65E-07
-0.735,-0.000312449,-6.65E-07
-0.73475,-0.000312449,-6.65E-07
-0.7345,-0.000312449,-6.65E-07
-0.73425,-0.000312449,-6.65E-07
-0.734,-0.000312449,-6.65E-07
-0.73375,-0.000312449,-6.65E-07
-0.7335,-0.000312449,-6.65E-07
-0.73325,-0.000312449,-6.65E-07
-0.733,-0.000312449,-6.65E-07
-0.73275,-0.000312449,-6.65E-07
-0.7325,-0.000312449,-6.65E-07
-0.73225,-0.000312449,-6.65E-07
-0.732,-0.000312449,-6.65E-07
-0.73175,-0.000312449,-6.65E-07
-0.7315,-0.000312449,-6.65E-07
-0.73125,-0.000312449,-6.65E-07
-0.731,-0.000312449,-6.65E-07
-0.73075,-0.000312449,-6.65E-07
-0.7305,-0.000312449,-6.65E-07
-0.73025,-0.000312449,-6.65E-07
-0.73,-0.000312449,-6.65E-07
-0.72975,-0.000312449,-6.65E-07
-0.7295,-0.000312449,-6.65E-07
-0.72925,-0.000312449,-6.65E-07
-0.729,-0.000312449,-6.65E-07
-0.72875,-0.000312449,-6.65E-07
-0.7285,-0.000312449,-6.65E-07
-0.72825,-0.000312449,-6.65E-07
-0.728,-0.000312449,-6.65E-07
-0.72775,-0.000312449,-6.65E-07
-0.7275,-0.000312449,-6.65E-07
-0.72725,-0.000312449,-6.65E-07
-0.727,-0.000312449,-6.65E-07
-0.72675,-0.000312449,-6.65E-07
-0.7265,-0.000312449,-6.65E-07
-0.72625,-0.000312449,-6.65E-07
-0.726,-0.000312449,-6.65E-07
-0.72575,-0.000312449,-6.65E-07
-0.7255,-0.000312449,-6.65E-07
-0.72525,-0.000312449,-6.65E-07
-0.725,2.36E-05,5.03E-08
-0.72475,-0.000312449,-6.65E-07
-0.7245,-0.000312449,-6.65E-07
-0.72425,-0.000312449,-6.65E-07
-0.724,-0.000312449,-6.65E-07
-0.72375,-0.000312449,-6.65E-07
-0.7235,-0.000312449,-6.65E-07
-0.72325,-0.000312449,-6.65E-07
-0.723,2.36E-05,5.03E-08
-0.72275,-0.000312449,-6.65E-07
-0.7225,-0.000312449,-6.65E-07
-0.72225,-0.000312449,-6.65E-07
-0.722,-0.000312449,-6.65E-07
-0.72175,-0.000312449,-6.65E-07
-0.7215,-0.000312449,-6.65E-07
-0.72125,-0.000312449,-6.65E-07
-0.721,-0.000312449,-6.65E-07
-0.72075,-0.000312449,-6.65E-07
-0.7205,-0.000312449,-6.65E-07
-0.72025,-0.000312449,-6.65E-07
-0.72,-0.000312449,-6.65E-07
-0.71975,-0.000312449,-6.65E-07
-0.7195,-0.000312449,-6.65E-07
-0.71925,-0.000312449,-6.65E-07
-0.719,-0.000312449,-6.65E-07
-0.71875,-0.000312449,-6.65E-07
-0.7185,-0.000312449,-6.65E-07
-0.71825,-0.000312449,-6.65E-07
-0.718,-0.000312449,-6.65E-07
-0.71775,-0.000312449,-6.65E-07
-0.7175,-0.000312449,-6.65E-07
-0.71725,2.36E-05,5.03E-08
-0.717,-0.000312449,-6.65E-07
-0.71675,-0.000312449,-6.65E-07
-0.7165,-0.000312449,-6.65E-07
-0.71625,-0.000312449,-6.65E-07
-0.716,-0.000312449,-6.65E-07
-0.71575,-0.000312449,-6.65E-07
-0.7155,2.36E-05,5.03E-08
-0.71525,-0.000312449,-6.65E-07
-0.715,-0.000312449,-6.65E-07
-0.71475,-0.000312449,-6.65E-07
-0.7145,-0.000312449,-6.65E-07
-0.71425,-0.000312449,-6.65E-07
-0.714,-0.000312449,-6.65E-07
-0.71375,-0.000312449,-6.65E-07
-0.7135,-0.000312449,-6.65E-07
-0.71325,-0.000312449,-6.65E-07
-0.713,-0.000312449,-6.65E-07
-0.71275,2.36E-05,5.03E-08
-0.7125,-0.000312449,-6.65E-07
-0.71225,-0.000312449,-6.65E-07
-0.712,2.36E-05,5.03E-08
-0.71175,-0.000312449,-6.65E-07
-0.7115,-0.000312449,-6.65E-07
-0.71125,-0.000312449,-6.65E-07
-0.711,-0.000312449,-6.65E-07
-0.71075,-0.000312449,-6.65E-07
-0.7105,-0.000312449,-6.65E-07
-0.71025,-0.000312449,-6.65E-07
-0.71,-0.000312449,-6.65E-07
-0.70975,2.36E-05,5.03E-08
-0.7095,2.36E-05,5.03E-08
-0.70925,2.36E-05,5.03E-08
-0.709,-0.000312449,-6.65E-07
-0.70875,-0.000312449,-6.65E-07
-0.7085,-0.000312449,-6.65E-07
-0.70825,-0.000312449,-6.65E-07
-0.708,-0.000312449,-6.65E-07
-0.70775,-0.000312449,-6.65E-07
-0.7075,2.36E-05,5.03E-08
-0.70725,-0.000312449,-6.65E-07
-0.707,-0.000312449,-6.65E-07
-0.70675,-0.000312449,-6.65E-07
-0.7065,-0.000312449,-6.65E-07
-0.70625,-0.000312449,-6.65E-07
-0.706,-0.000312449,-6.65E-07
-0.70575,-0.000312449,-6.65E-07
-0.7055,-0.000312449,-6.65E-07
-0.70525,-0.000312449,-6.65E-07
-0.705,2.36E-05,5.03E-08
-0.70475,-0.000312449,-6.65E-07
-0.7045,2.36E-05,5.03E-08
-0.70425,-0.000312449,-6.65E-07
-0.704,2.36E-05,5.03E-08
-0.70375,-0.000312449,-6.65E-07
-0.7035,2.36E-05,5.03E-08
-0.70325,2.36E-05,5.03E-08
-0.703,-0.000312449,-6.65E-07
-0.70275,-0.000312449,-6.65E-07
-0.7025,-0.000312449,-6.65E-07
-0.70225,-0.000312449,-6.65E-07
-0.702,-0.000312449,-6.65E-07
-0.70175,-0.000312449,-6.65E-07
-0.7015,-0.000312449,-6.65E-07
-0.70125,-0.000312449,-6.65E-07
-0.701,-0.000312449,-6.65E-07
-0.70075,-0.000312449,-6.65E-07
-0.7005,-0.000312449,-6.65E-07
-0.70025,-0.000312449,-6.65E-07
-0.7,-0.000312449,-6.65E-07
-0.69975,2.36E-05,5.03E-08
-0.6995,2.36E-05,5.03E-08
-0.69925,-0.000312449,-6.65E-07
-0.699,2.36E-05,5.03E-08
-0.69875,2.36E-05,5.03E-08
-0.6985,-0.000312449,-6.65E-07
-0.69825,2.36E-05,5.03E-08
-0.698,-0.000312449,-6.65E-07
-0.69775,2.36E-05,5.03E-08
-0.6975,-0.000312449,-6.65E-07
-0.69725,2.36E-05,5.03E-08
-0.697,2.36E-05,5.03E-08
-0.69675,-0.000312449,-6.65E-07
-0.6965,-0.000312449,-6.65E-07
-0.69625,2.36E-05,5.03E-08
-0.696,-0.000312449,-6.65E-07
-0.69575,-0.000312449,-6.65E-07
-0.6955,-0.000312449,-6.65E-07
-0.69525,-0.000312449,-6.65E-07
-0.695,2.36E-05,5.03E-08
-0.69475,-0.000312449,-6.65E-07
-0.6945,-0.000312449,-6.65E-07
-0.69425,-0.000312449,-6.65E-07
-0.694,-0.000312449,-6.65E-07
-0.69375,-0.000312449,-6.65E-07
-0.6935,2.36E-05,5.03E-08
-0.69325,2.36E-05,5.03E-08
-0.693,-0.000312449,-6.65E-07
-0.69275,-0.000312449,-6.65E-07
-0.6925,-0.000312449,-6.65E-07
-0.69225,-0.000312449,-6.65E-07
-0.692,2.36E-05,5.03E-08
-0.69175,-0.000312449,-6.65E-07
-0.6915,2.36E-05,5.03E-08
-0.69125,-0.000312449,-6.65E-07
-0.691,2.36E-05,5.03E-08
-0.69075,2.36E-05,5.03E-08
-0.6905,2.36E-05,5.03E-08
-0.69025,2.36E-05,5.03E-08
-0.69,2.36E-05,5.03E-08
-0.68975,-0.000312449,-6.65E-07
-0.6895,2.36E-05,5.03E-08
-0.68925,2.36E-05,5.03E-08
-0.689,2.36E-05,5.03E-08
-0.68875,2.36E-05,5.03E-08
-0.6885,2.36E-05,5.03E-08
-0.68825,2.36E-05,5.03E-08
-0.688,2.36E-05,5.03E-08
-0.68775,-0.000312449,-6.65E-07
-0.6875,2.36E-05,5.03E-08
-0.68725,2.36E-05,5.03E-08
-0.687,2.36E-05,5.03E-08
-0.68675,2.36E-05,5.03E-08
-0.6865,2.36E-05,5.03E-08
-0.68625,2.36E-05,5.03E-08
-0.686,2.36E-05,5.03E-08
-0.68575,2.36E-05,5.03E-08
-0.6855,2.36E-05,5.03E-08
-0.68525,2.36E-05,5.03E-08
-0.685,2.36E-05,5.03E-08
-0.68475,2.36E-05,5.03E-08
-0.6845,-0.000312449,-6.65E-07
-0.68425,2.36E-05,5.03E-08
